control_id,asset_id,status,coverage,maturity,last_assessed
C005,A127,Not Implemented,0.0,0.0,2026-08-20
C006,A127,Partially Implemented,0.32,1.8,2026-08-20
C009,A127,Not Implemented,0.0,0.0,2026-08-20
C010,A127,Implemented,0.66,3.4,2026-08-20
C001,A128,Not Implemented,0.0,0.0,2026-08-20
C002,A128,Implemented,0.78,4.4,2026-08-20
C003,A128,Partially Implemented,0.44,2.8,2026-08-20
C004,A128,Not Implemented,0.0,0.0,2026-08-20
C005,A128,Partially Implemented,0.28,2.6,2026-08-20
C006,A128,Not Implemented,0.0,0.0,2026-08-20
C007,A128,Not Implemented,0.0,0.0,2026-08-20
C009,A128,Partially Implemented,0.49,2.8,2026-08-20
C010,A128,Not Implemented,0.0,0.0,2026-08-20
C001,A129,Not Implemented,0.0,0.0,2026-08-20
C002,A129,Implemented,0.64,4.1,2026-08-20
C003,A129,Not Implemented,0.0,0.0,2026-08-20
C004,A129,Implemented,0.79,3.2,2026-08-20
C005,A129,Not Implemented,0.0,0.0,2026-08-20
C006,A129,Implemented,0.82,3.9,2026-08-20
C009,A129,Not Implemented,0.0,0.0,2026-08-20
C010,A129,Not Implemented,0.0,0.0,2026-08-20
C001,A130,Not Implemented,0.0,0.0,2026-08-20
C002,A130,Implemented,0.86,3.3,2026-08-20
C003,A130,Not Implemented,0.0,0.0,2026-08-20
C004,A130,Not Implemented,0.0,0.0,2026-08-20
C005,A130,Not Implemented,0.0,0.0,2026-08-20
C006,A130,Not Implemented,0.0,0.0,2026-08-20
C009,A130,Implemented,0.72,3.6,2026-08-20
C010,A130,Not Implemented,0.0,0.0,2026-08-20
C001,A131,Not Implemented,0.0,0.0,2026-08-20
C002,A131,Not Implemented,0.0,0.0,2026-08-20
C003,A131,Not Implemented,0.0,0.0,2026-08-20
C004,A131,Implemented,0.77,3.0,2026-08-20
C005,A131,Implemented,0.72,4.3,2026-08-20
C006,A131,Implemented,0.72,3.8,2026-08-20
C009,A131,Implemented,0.7,4.4,2026-08-20
C010,A131,Implemented,0.95,3.4,2026-08-20
C001,A132,Partially Implemented,0.56,1.1,2026-08-20
C002,A132,Implemented,0.64,3.8,2026-08-20
C003,A132,Implemented,0.75,3.2,2026-08-20
C004,A132,Not Implemented,0.0,0.0,2026-08-20
C005,A132,Not Implemented,0.0,0.0,2026-08-20
C006,A132,Partially Implemented,0.6,2.9,2026-08-20
C009,A132,Implemented,0.81,4.8,2026-08-20
C010,A132,Partially Implemented,0.38,2.6,2026-08-20
C001,A133,Implemented,0.97,2.8,2026-08-20
C003,A133,Not Implemented,0.0,0.0,2026-08-20
C004,A133,Not Implemented,0.0,0.0,2026-08-20
C005,A133,Implemented,0.86,4.7,2026-08-20
C006,A133,Partially Implemented,0.43,2.4,2026-08-20
C009,A133,Partially Implemented,0.62,1.9,2026-08-20
C010,A133,Not Implemented,0.0,0.0,2026-08-20
C001,A134,Implemented,0.7,3.5,2026-08-20
C002,A134,Not Implemented,0.0,0.0,2026-08-20
C003,A134,Partially Implemented,0.43,1.1,2026-08-20
C004,A134,Implemented,0.77,3.5,2026-08-20
C005,A134,Not Implemented,0.0,0.0,2026-08-20
C006,A134,Not Implemented,0.0,0.0,2026-08-20
C007,A134,Implemented,0.91,4.3,2026-08-20
C009,A134,Implemented,0.75,3.8,2026-08-20
C010,A134,Partially Implemented,0.29,2.3,2026-08-20
C001,A135,Partially Implemented,0.54,2.6,2026-08-20
C003,A135,Implemented,0.67,4.6,2026-08-20
C004,A135,Not Implemented,0.0,0.0,2026-08-20
C005,A135,Implemented,0.76,4.2,2026-08-20
C006,A135,Not Implemented,0.0,0.0,2026-08-20
C009,A135,Partially Implemented,0.44,2.9,2026-08-20
C010,A135,Not Implemented,0.0,0.0,2026-08-20
C001,A136,Implemented,0.68,3.8,2026-08-20
C002,A136,Partially Implemented,0.47,1.4,2026-08-20
C003,A136,Implemented,0.85,3.0,2026-08-20
C004,A136,Partially Implemented,0.56,1.4,2026-08-20
C005,A136,Not Implemented,0.0,0.0,2026-08-20
C006,A136,Partially Implemented,0.66,2.8,2026-08-20
C007,A136,Implemented,0.94,4.6,2026-08-20
C009,A136,Implemented,0.63,4.6,2026-08-20
C010,A136,Not Implemented,0.0,0.0,2026-08-20
C001,A137,Implemented,0.67,4.8,2026-08-20
C002,A137,Implemented,0.64,4.1,2026-08-20
C003,A137,Not Implemented,0.0,0.0,2026-08-20
C004,A137,Not Implemented,0.0,0.0,2026-08-20
C005,A137,Not Implemented,0.0,0.0,2026-08-20
C006,A137,Partially Implemented,0.26,2.8,2026-08-20
C007,A137,Implemented,0.6,4.6,2026-08-20
C009,A137,Implemented,0.77,4.3,2026-08-20
C010,A137,Partially Implemented,0.52,2.4,2026-08-20
C001,A138,Implemented,0.91,4.4,2026-08-20
C002,A138,Partially Implemented,0.6,2.9,2026-08-20
C003,A138,Implemented,0.76,3.7,2026-08-20
C004,A138,Implemented,0.87,4.6,2026-08-20
C005,A138,Not Implemented,0.0,0.0,2026-08-20
C006,A138,Partially Implemented,0.48,1.4,2026-08-20
C009,A138,Partially Implemented,0.37,2.7,2026-08-20
C010,A138,Implemented,0.87,2.9,2026-08-20
C001,A139,Partially Implemented,0.22,2.2,2026-08-20
C002,A139,Implemented,0.68,3.7,2026-08-20
C003,A139,Not Implemented,0.0,0.0,2026-08-20
C004,A139,Implemented,0.98,3.3,2026-08-20
C005,A139,Not Implemented,0.0,0.0,2026-08-20
C006,A139,Not Implemented,0.0,0.0,2026-08-20
C007,A139,Partially Implemented,0.25,2.2,2026-08-20
C009,A139,Partially Implemented,0.31,1.6,2026-08-20
C010,A139,Not Implemented,0.0,0.0,2026-08-20
C001,A140,Implemented,0.95,2.8,2026-08-20
C002,A140,Implemented,0.91,4.2,2026-08-20
C003,A140,Implemented,0.68,3.3,2026-08-20
C004,A140,Partially Implemented,0.58,2.1,2026-08-20
C005,A140,Implemented,0.71,2.6,2026-08-20
C006,A140,Implemented,0.93,3.5,2026-08-20
C009,A140,Not Implemented,0.0,0.0,2026-08-20
C010,A140,Implemented,0.96,3.4,2026-08-20
C001,A141,Not Implemented,0.0,0.0,2026-08-20
C002,A141,Implemented,0.72,4.7,2026-08-20
C003,A141,Implemented,0.64,3.8,2026-08-20
C004,A141,Implemented,0.82,3.5,2026-08-20
C005,A141,Implemented,0.94,3.1,2026-08-20
C006,A141,Not Implemented,0.0,0.0,2026-08-20
C007,A141,Implemented,0.61,3.3,2026-08-20
C009,A141,Partially Implemented,0.31,1.5,2026-08-20
C010,A141,Not Implemented,0.0,0.0,2026-08-20
C001,A142,Implemented,0.76,3.6,2026-08-20
C002,A142,Implemented,0.7,3.1,2026-08-20
C003,A142,Not Implemented,0.0,0.0,2026-08-20
C004,A142,Implemented,0.79,3.3,2026-08-20
C005,A142,Implemented,0.86,4.3,2026-08-20
C006,A142,Implemented,0.87,4.0,2026-08-20
C009,A142,Implemented,0.76,3.8,2026-08-20
C010,A142,Not Implemented,0.0,0.0,2026-08-20
C001,A143,Implemented,0.92,3.3,2026-08-20
C002,A143,Implemented,0.94,4.1,2026-08-20
C003,A143,Implemented,0.71,4.7,2026-08-20
C004,A143,Implemented,0.94,4.5,2026-08-20
C005,A143,Implemented,0.63,4.6,2026-08-20
C006,A143,Implemented,0.61,3.6,2026-08-20
C009,A143,Partially Implemented,0.5,2.3,2026-08-20
C010,A143,Partially Implemented,0.21,1.3,2026-08-20
C001,A144,Implemented,0.69,4.3,2026-08-20
C002,A144,Implemented,0.91,4.0,2026-08-20
C003,A144,Partially Implemented,0.36,2.1,2026-08-20
C004,A144,Implemented,0.78,3.4,2026-08-20
C005,A144,Implemented,0.69,3.4,2026-08-20
C006,A144,Not Implemented,0.0,0.0,2026-08-20
C007,A144,Not Implemented,0.0,0.0,2026-08-20
C009,A144,Implemented,0.76,3.3,2026-08-20
C010,A144,Implemented,0.9,4.5,2026-08-20
C001,A145,Implemented,0.78,4.0,2026-08-20
C002,A145,Partially Implemented,0.23,2.4,2026-08-20
C003,A145,Not Implemented,0.0,0.0,2026-08-20
C004,A145,Implemented,0.94,3.9,2026-08-20
C005,A145,Not Implemented,0.0,0.0,2026-08-20
C006,A145,Implemented,0.73,2.6,2026-08-20
C007,A145,Implemented,0.71,4.6,2026-08-20
C009,A145,Implemented,0.93,2.9,2026-08-20
C010,A145,Not Implemented,0.0,0.0,2026-08-20
C001,A146,Implemented,0.6,3.8,2026-08-20
C002,A146,Not Implemented,0.0,0.0,2026-08-20
C003,A146,Partially Implemented,0.68,2.0,2026-08-20
C004,A146,Partially Implemented,0.49,2.7,2026-08-20
C005,A146,Implemented,0.63,3.4,2026-08-20
C006,A146,Partially Implemented,0.51,1.8,2026-08-20
C007,A146,Implemented,0.64,3.4,2026-08-20
C009,A146,Implemented,0.97,2.7,2026-08-20
C010,A146,Implemented,0.89,3.0,2026-08-20
C001,A147,Not Implemented,0.0,0.0,2026-08-20
C002,A147,Partially Implemented,0.47,1.4,2026-08-20
C003,A147,Not Implemented,0.0,0.0,2026-08-20
C004,A147,Partially Implemented,0.32,2.4,2026-08-20
C005,A147,Implemented,0.92,3.0,2026-08-20
C006,A147,Implemented,0.69,3.5,2026-08-20
C009,A147,Partially Implemented,0.62,2.5,2026-08-20
C010,A147,Implemented,0.85,4.3,2026-08-20
C001,A148,Implemented,0.77,4.3,2026-08-20
C002,A148,Partially Implemented,0.29,1.7,2026-08-20
C003,A148,Partially Implemented,0.53,2.1,2026-08-20
C004,A148,Partially Implemented,0.68,2.0,2026-08-20
C005,A148,Implemented,0.83,2.6,2026-08-20
C006,A148,Not Implemented,0.0,0.0,2026-08-20
C009,A148,Implemented,0.77,3.8,2026-08-20
C010,A148,Implemented,0.85,3.3,2026-08-20
C001,A149,Partially Implemented,0.58,2.6,2026-08-20
C002,A149,Not Implemented,0.0,0.0,2026-08-20
C003,A149,Not Implemented,0.0,0.0,2026-08-20
C004,A149,Implemented,0.76,3.7,2026-08-20
C005,A149,Implemented,0.74,3.0,2026-08-20
C006,A149,Implemented,0.71,4.1,2026-08-20
C009,A149,Implemented,0.63,4.6,2026-08-20
C010,A149,Not Implemented,0.0,0.0,2026-08-20
C001,A150,Implemented,0.82,4.8,2026-08-20
C002,A150,Not Implemented,0.0,0.0,2026-08-20
C003,A150,Not Implemented,0.0,0.0,2026-08-20
C004,A150,Implemented,0.78,3.4,2026-08-20
C005,A150,Implemented,0.8,4.3,2026-08-20
C006,A150,Implemented,0.67,2.9,2026-08-20
C009,A150,Implemented,0.69,2.6,2026-08-20
C010,A150,Partially Implemented,0.49,1.3,2026-08-20
