impact_id,threat_id,asset_type,impact_type,min_value,likely_value,max_value,unit,confidence,source,last_updated
IA_T010_API_RECOVERY,T010,API,recovery,170000.0,850000.0,2975000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_API_DOWNTIME,T010,API,downtime,0.85,3.4,13.6,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T010_API_DATA_LOSS,T010,API,data_loss,425000.0,2125000.0,10200000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_API_REGULATORY,T010,API,regulatory,170000.0,850000.0,4250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_API_REPUTATION,T010,API,reputation,170000.0,850000.0,4250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_APPLICATION_RECOVERY,T010,Application,recovery,190000.0,950000.0,3325000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_APPLICATION_DOWNTIME,T010,Application,downtime,0.95,3.8,15.2,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T010_APPLICATION_DATA_LOSS,T010,Application,data_loss,475000.0,2375000.0,11400000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_APPLICATION_REGULATORY,T010,Application,regulatory,190000.0,950000.0,4750000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_APPLICATION_REPUTATION,T010,Application,reputation,190000.0,950000.0,4750000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_ENDPOINT_RECOVERY,T010,Endpoint,recovery,200000.0,1000000.0,3500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_ENDPOINT_DOWNTIME,T010,Endpoint,downtime,1.0,4.0,16.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T010_ENDPOINT_DATA_LOSS,T010,Endpoint,data_loss,500000.0,2500000.0,12000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_ENDPOINT_REGULATORY,T010,Endpoint,regulatory,200000.0,1000000.0,5000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T010_ENDPOINT_REPUTATION,T010,Endpoint,reputation,200000.0,1000000.0,5000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_IDENTITY_SERVER_RECOVERY,T011,Identity Server,recovery,135000.0,472500.0,1350000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_IDENTITY_SERVER_DOWNTIME,T011,Identity Server,downtime,0.68,2.03,6.75,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T011_IDENTITY_SERVER_DATA_LOSS,T011,Identity Server,data_loss,67500.0,337500.0,1350000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_IDENTITY_SERVER_REGULATORY,T011,Identity Server,regulatory,0.0,202500.0,1012500.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_IDENTITY_SERVER_REPUTATION,T011,Identity Server,reputation,67500.0,337500.0,1350000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_DATABASE_RECOVERY,T011,Database,recovery,225000.0,750000.0,2250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_DATABASE_DOWNTIME,T011,Database,downtime,0.75,3.0,9.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T011_DATABASE_DATA_LOSS,T011,Database,data_loss,375000.0,1500000.0,4500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_DATABASE_REGULATORY,T011,Database,regulatory,150000.0,750000.0,2250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_DATABASE_REPUTATION,T011,Database,reputation,225000.0,750000.0,3000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_CLOUD_WORKLOAD_RECOVERY,T011,Cloud Workload,recovery,225000.0,750000.0,2250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_CLOUD_WORKLOAD_DOWNTIME,T011,Cloud Workload,downtime,0.75,3.0,9.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T011_CLOUD_WORKLOAD_DATA_LOSS,T011,Cloud Workload,data_loss,375000.0,1500000.0,4500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_CLOUD_WORKLOAD_REGULATORY,T011,Cloud Workload,regulatory,150000.0,750000.0,2250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_CLOUD_WORKLOAD_REPUTATION,T011,Cloud Workload,reputation,225000.0,750000.0,3000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_NETWORK_DEVICE_RECOVERY,T011,Network Device,recovery,168750.0,562500.0,1687500.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_NETWORK_DEVICE_DOWNTIME,T011,Network Device,downtime,0.56,2.25,6.75,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T011_NETWORK_DEVICE_DATA_LOSS,T011,Network Device,data_loss,281250.0,1125000.0,3375000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_NETWORK_DEVICE_REGULATORY,T011,Network Device,regulatory,112500.0,562500.0,1687500.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_NETWORK_DEVICE_REPUTATION,T011,Network Device,reputation,168750.0,562500.0,2250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_WEB_SERVER_RECOVERY,T011,Web Server,recovery,225000.0,750000.0,2250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_WEB_SERVER_DOWNTIME,T011,Web Server,downtime,0.75,3.0,9.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T011_WEB_SERVER_DATA_LOSS,T011,Web Server,data_loss,375000.0,1500000.0,4500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_WEB_SERVER_REGULATORY,T011,Web Server,regulatory,150000.0,750000.0,2250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_WEB_SERVER_REPUTATION,T011,Web Server,reputation,225000.0,750000.0,3000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_API_RECOVERY,T011,API,recovery,127500.0,446250.0,1275000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_API_DOWNTIME,T011,API,downtime,0.64,1.91,6.38,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T011_API_DATA_LOSS,T011,API,data_loss,63750.0,318750.0,1275000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_API_REGULATORY,T011,API,regulatory,0.0,191250.0,956250.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_API_REPUTATION,T011,API,reputation,63750.0,318750.0,1275000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_APPLICATION_RECOVERY,T011,Application,recovery,142500.0,498750.0,1425000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_APPLICATION_DOWNTIME,T011,Application,downtime,0.71,2.14,7.12,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T011_APPLICATION_DATA_LOSS,T011,Application,data_loss,71250.0,356250.0,1425000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_APPLICATION_REGULATORY,T011,Application,regulatory,0.0,213750.0,1068750.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_APPLICATION_REPUTATION,T011,Application,reputation,71250.0,356250.0,1425000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_ENDPOINT_RECOVERY,T011,Endpoint,recovery,225000.0,750000.0,2250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_ENDPOINT_DOWNTIME,T011,Endpoint,downtime,0.75,3.0,9.0,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T011_ENDPOINT_DATA_LOSS,T011,Endpoint,data_loss,375000.0,1500000.0,4500000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_ENDPOINT_REGULATORY,T011,Endpoint,regulatory,150000.0,750000.0,2250000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T011_ENDPOINT_REPUTATION,T011,Endpoint,reputation,225000.0,750000.0,3000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_IDENTITY_SERVER_RECOVERY,T012,Identity Server,recovery,216000.0,720000.0,2160000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_IDENTITY_SERVER_DOWNTIME,T012,Identity Server,downtime,0.72,3.6,11.52,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T012_IDENTITY_SERVER_DATA_LOSS,T012,Identity Server,data_loss,144000.0,720000.0,2880000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_IDENTITY_SERVER_REGULATORY,T012,Identity Server,regulatory,0.0,360000.0,1440000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_IDENTITY_SERVER_REPUTATION,T012,Identity Server,reputation,144000.0,576000.0,2160000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_DATABASE_RECOVERY,T012,Database,recovery,400000.0,1200000.0,3200000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_DATABASE_DOWNTIME,T012,Database,downtime,0.8,4.8,19.2,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T012_DATABASE_DATA_LOSS,T012,Database,data_loss,800000.0,2400000.0,6400000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_DATABASE_REGULATORY,T012,Database,regulatory,160000.0,800000.0,2400000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_DATABASE_REPUTATION,T012,Database,reputation,400000.0,1200000.0,4000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_CLOUD_WORKLOAD_RECOVERY,T012,Cloud Workload,recovery,400000.0,1200000.0,3200000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_CLOUD_WORKLOAD_DOWNTIME,T012,Cloud Workload,downtime,0.8,4.8,19.2,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T012_CLOUD_WORKLOAD_DATA_LOSS,T012,Cloud Workload,data_loss,800000.0,2400000.0,6400000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_CLOUD_WORKLOAD_REGULATORY,T012,Cloud Workload,regulatory,160000.0,800000.0,2400000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_CLOUD_WORKLOAD_REPUTATION,T012,Cloud Workload,reputation,400000.0,1200000.0,4000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_NETWORK_DEVICE_RECOVERY,T012,Network Device,recovery,120000.0,480000.0,1200000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_NETWORK_DEVICE_DOWNTIME,T012,Network Device,downtime,0.6,2.4,7.2,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T012_NETWORK_DEVICE_DATA_LOSS,T012,Network Device,data_loss,60000.0,300000.0,1200000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_NETWORK_DEVICE_REGULATORY,T012,Network Device,regulatory,0.0,120000.0,600000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_NETWORK_DEVICE_REPUTATION,T012,Network Device,reputation,60000.0,300000.0,1200000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_WEB_SERVER_RECOVERY,T012,Web Server,recovery,160000.0,640000.0,1600000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_WEB_SERVER_DOWNTIME,T012,Web Server,downtime,0.8,3.2,9.6,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T012_WEB_SERVER_DATA_LOSS,T012,Web Server,data_loss,80000.0,400000.0,1600000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_WEB_SERVER_REGULATORY,T012,Web Server,regulatory,0.0,160000.0,800000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_WEB_SERVER_REPUTATION,T012,Web Server,reputation,80000.0,400000.0,1600000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_API_RECOVERY,T012,API,recovery,204000.0,680000.0,2040000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_API_DOWNTIME,T012,API,downtime,0.68,3.4,10.88,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T012_API_DATA_LOSS,T012,API,data_loss,136000.0,680000.0,2720000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_API_REGULATORY,T012,API,regulatory,0.0,340000.0,1360000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_API_REPUTATION,T012,API,reputation,136000.0,544000.0,2040000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_APPLICATION_RECOVERY,T012,Application,recovery,228000.0,760000.0,2280000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_APPLICATION_DOWNTIME,T012,Application,downtime,0.76,3.8,12.16,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T012_APPLICATION_DATA_LOSS,T012,Application,data_loss,152000.0,760000.0,3040000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_APPLICATION_REGULATORY,T012,Application,regulatory,0.0,380000.0,1520000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_APPLICATION_REPUTATION,T012,Application,reputation,152000.0,608000.0,2280000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_ENDPOINT_RECOVERY,T012,Endpoint,recovery,400000.0,1200000.0,3200000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_ENDPOINT_DOWNTIME,T012,Endpoint,downtime,0.8,4.8,19.2,hours,low,synthetic_prototype_assumption,2026-09-05
IA_T012_ENDPOINT_DATA_LOSS,T012,Endpoint,data_loss,800000.0,2400000.0,6400000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_ENDPOINT_REGULATORY,T012,Endpoint,regulatory,160000.0,800000.0,2400000.0,INR,low,synthetic_prototype_assumption,2026-09-05
IA_T012_ENDPOINT_REPUTATION,T012,Endpoint,reputation,400000.0,1200000.0,4000000.0,INR,low,synthetic_prototype_assumption,2026-09-05
