control_id,asset_id,status,coverage,maturity,last_assessed
C003,A141,Partial,0.83,Defined,2026-01-16
C004,A141,Active,0.66,Defined,2026-06-15
C005,A141,Partial,0.57,Defined,2026-02-22
C006,A141,Partial,0.52,Developing,2026-04-12
C007,A141,Active,0.47,Managed,2026-02-21
C009,A141,Planned,0.77,Defined,2026-02-28
C010,A141,Planned,0.86,Managed,2026-02-06
C001,A142,Active,0.44,Defined,2026-05-28
C002,A142,Planned,0.48,Defined,2025-11-12
C003,A142,Active,0.71,Defined,2026-04-12
C004,A142,Partial,0.61,Initial,2026-01-31
C005,A142,Planned,0.94,Defined,2026-07-27
C006,A142,Active,0.43,Developing,2026-01-02
C009,A142,Active,0.47,Developing,2026-08-23
C010,A142,Partial,0.45,Defined,2026-04-27
C001,A143,Active,0.36,Defined,2026-01-07
C002,A143,Planned,0.46,Initial,2026-04-22
C003,A143,Active,0.6,Defined,2026-02-23
C004,A143,Partial,0.38,Defined,2026-02-24
C005,A143,Partial,0.29,Developing,2026-01-05
C006,A143,Inactive,0.94,Developing,2026-03-20
C009,A143,Active,0.29,Defined,2026-05-27
C010,A143,Planned,0.51,Defined,2026-08-17
C001,A144,Active,0.77,Defined,2026-08-22
C002,A144,Partial,0.59,Defined,2026-04-08
C003,A144,Partial,0.28,Defined,2026-07-17
C004,A144,Partial,0.98,Managed,2025-12-04
C005,A144,Active,0.95,Defined,2026-05-02
C006,A144,Active,0.9,Defined,2026-03-25
C007,A144,Active,0.45,Managed,2026-08-25
C009,A144,Active,0.69,Defined,2026-04-03
C010,A144,Active,0.79,Developing,2025-11-01
C001,A145,Active,0.99,Defined,2025-11-25
C002,A145,Planned,0.41,Developing,2026-03-23
C003,A145,Planned,0.52,Developing,2026-01-14
C004,A145,Active,0.29,Managed,2026-06-09
C005,A145,Active,0.48,Managed,2026-02-12
C006,A145,Active,0.36,Defined,2025-11-26
C007,A145,Partial,0.66,Managed,2026-06-17
C009,A145,Active,0.88,Managed,2026-01-07
C010,A145,Active,0.35,Defined,2026-06-05
C001,A146,Active,0.42,Defined,2026-02-11
C002,A146,Partial,0.44,Initial,2025-12-17
C003,A146,Active,0.63,Developing,2025-11-23
C004,A146,Active,0.71,Developing,2026-08-05
C005,A146,Planned,0.49,Developing,2026-03-10
C006,A146,Active,0.51,Defined,2025-11-22
C007,A146,Partial,0.77,Developing,2025-11-21
C009,A146,Active,0.4,Defined,2026-05-08
C010,A146,Inactive,0.4,Developing,2026-08-07
C001,A147,Active,0.54,Defined,2025-11-03
C002,A147,Active,0.73,Defined,2025-12-28
C003,A147,Active,0.74,Defined,2025-10-05
C004,A147,Planned,0.99,Managed,2026-02-21
C005,A147,Active,0.54,Defined,2026-05-16
C006,A147,Inactive,0.44,Developing,2026-03-11
C009,A147,Active,0.47,Defined,2026-01-02
C010,A147,Active,0.82,Developing,2026-07-23
C001,A148,Planned,0.61,Managed,2026-08-19
C002,A148,Partial,0.78,Initial,2026-04-01
C003,A148,Partial,0.52,Developing,2026-07-18
C004,A148,Active,0.34,Initial,2025-11-18
C005,A148,Partial,0.62,Defined,2025-12-25
C006,A148,Active,0.47,Developing,2026-02-09
C009,A148,Inactive,0.92,Defined,2026-07-13
C010,A148,Partial,0.41,Developing,2026-02-19
C001,A149,Partial,0.51,Managed,2026-05-01
C002,A149,Active,0.62,Developing,2026-08-31
C003,A149,Inactive,0.51,Defined,2026-08-05
C004,A149,Active,0.44,Developing,2026-04-25
C005,A149,Active,0.95,Defined,2026-08-10
C006,A149,Planned,0.57,Managed,2026-03-03
C009,A149,Planned,0.52,Developing,2026-04-23
C010,A149,Active,0.39,Managed,2026-01-08
C001,A150,Partial,0.6,Defined,2026-05-22
C002,A150,Active,0.36,Managed,2025-10-02
C003,A150,Partial,0.54,Developing,2026-02-06
C004,A150,Partial,0.81,Defined,2026-05-28
C005,A150,Active,0.56,Managed,2025-11-06
C006,A150,Active,0.87,Defined,2026-04-16
C009,A150,Active,0.79,Defined,2026-04-27
C010,A150,Active,0.86,Developing,2025-10-16
